emp_no,first_name,last_name,title,from_date,salary
205294,Udaiprakash,Lunn,Engineer,1988-11-26,49961
415496,Gritta,Awdeh,Staff,1988-11-26,40621
200959,Dhritiman,Speek,Engineer,1988-11-26,40000
489415,Aluzio,Ranft,Senior Engineer,1988-11-26,40000
290337,Jaroslava,Soicher,Staff,1988-11-26,55913
403831,Arunas,Thimonier,Staff,1988-11-26,40000
41149,Alain,Wiegley,Engineer,1988-11-26,40000
34406,Yefim,Mitsuhashi,Staff,1988-11-26,81629
90051,Venkatesan,Benzmuller,Staff,1988-11-25,45898
411155,Ult,Kavanagh,Engineer,1988-11-25,40000
284459,Souichi,Waeselynck,Engineer,1988-11-25,53462
413976,Erez,Kalloufi,Staff,1988-11-25,40670
228993,Kristine,Marrevee,Engineer,1988-11-25,50506
492800,Brigham,Kropf,Engineer,1988-11-25,56585
440461,Bader,Stenning,Staff,1988-11-25,40000
423443,Chenye,Camarinopoulos,Engineer,1988-11-25,40000
19419,Palash,Bernardeschi,Staff,1988-11-25,52164
480052,Chinho,Weisert,Engineer,1988-11-25,58746
432048,Feipei,Fritzsche,Engineer,1988-11-25,48922
252108,Cedric,Macedo,Senior Staff,1988-11-25,78143
209778,Przemyslawa,Walstra,Senior Staff,1988-11-25,71487
480243,Candida,Gerlach,Senior Staff,1988-11-25,81568
28510,Subhankar,Desikan,Technique Leader,1988-11-25,59021
287878,Masoud,Gihr,Engineer,1988-11-25,40000
20693,Yefim,Flasterstein,Engineer,1988-11-25,40000
207761,Vatsa,Beeson,Senior Engineer,1988-11-25,64255
492278,Chinhyun,Delgrange,Staff,1988-11-25,67897
237591,Halsur,Serov,Engineer,1988-11-24,40000
55450,Vishv,Furudate,Engineer,1988-11-24,40000
273864,Isaac,Perelgut,Staff,1988-11-24,46861
424609,Erzsebet,Reistad,Senior Staff,1988-11-24,51993
419986,Cristinel,Belinskaya,Senior Engineer,1988-11-24,51086
244566,Jacopo,Soloway,Senior Engineer,1988-11-24,45071
475229,Shim,Pero,Staff,1988-11-24,40000
35667,Hyuckchul,Srimani,Engineer,1988-11-24,40000
59109,Tesuya,Morrey,Engineer,1988-11-24,43715
71041,Frazer,Borovoy,Engineer,1988-11-24,47442
201205,Shaunak,Haddadi,Engineer,1988-11-24,40000
268698,Hercules,Streng,Staff,1988-11-24,40000
224917,Danae,Pollock,Engineer,1988-11-24,40000
287294,Aria,Vecchi,Staff,1988-11-24,40000
410957,Bernd,Malabarba,Staff,1988-11-24,55417
12312,Chenye,Velasco,Assistant Engineer,1988-11-24,52344
247898,Karoline,Krohn,Staff,1988-11-24,41154
227457,Zeydy,Silva,Engineer,1988-11-24,40000
294398,Kazuhiko,Ruemmler,Senior Staff,1988-11-23,66138
97524,Kwun,Anandan,Staff,1988-11-23,40000
491847,Danel,Mitzlaff,Senior Staff,1988-11-23,65599
216284,Maris,Vigier,Senior Engineer,1988-11-23,48462
30819,Sachio,Asrin,Engineer,1988-11-23,40000
218842,Bedrich,Sinicrope,Staff,1988-11-23,59048
402056,Bezalel,Larfeldt,Staff,1988-11-23,55983
440094,Bernice,Rabehasaina,Staff,1988-11-23,40000
417462,Yagil,Emmart,Engineer,1988-11-23,64352
27634,Goetz,Munoz,Engineer,1988-11-23,40000
67272,Val,Minakawa,Staff,1988-11-23,45253
483509,Poorav,Seiwald,Assistant Engineer,1988-11-23,53398
236168,Kyoichi,Hopewell,Engineer,1988-11-22,50730
96276,Luisa,Wossner,Staff,1988-11-22,40000
25154,Eldridge,Eugenio,Senior Staff,1988-11-22,40000
286881,Malu,Ritzmann,Engineer,1988-11-22,49098
293024,Zissis,Ramaiah,Staff,1988-11-22,40000
92770,Sudharsan,Braunmuhl,Assistant Engineer,1988-11-22,46554
77702,Barna,Jiang,Staff,1988-11-22,44828
222173,Feiyu,Esteva,Engineer,1988-11-22,40000
27527,Kshitij,Valette,Staff,1988-11-22,40000
263824,Yolla,Constantine,Senior Engineer,1988-11-22,40000
104363,Mansur,Xiaoshan,Senior Staff,1988-11-22,66971
441503,Chuanti,Kaiserswerth,Staff,1988-11-22,42116
34416,Ghassan,Murtha,Staff,1988-11-22,69832
47458,Jianhao,Baez,Staff,1988-11-21,40000
411573,Ymte,Casley,Engineer,1988-11-21,60800
55199,Marco,Gadepally,Engineer,1988-11-21,70344
485341,Mohammed,Validov,Assistant Engineer,1988-11-21,47489
68003,Kellie,Ratzlaff,Technique Leader,1988-11-21,40000
73937,Kagan,Moehrke,Senior Staff,1988-11-21,56500
211193,Yannis,Schapiro,Engineer,1988-11-21,40000
54049,Christoper,Debuse,Engineer,1988-11-21,40000
34207,Pohua,Bernardeschi,Engineer,1988-11-21,40000
413276,Bikash,Stamatiou,Assistant Engineer,1988-11-21,40000
46352,Unal,Zambonelli,Senior Staff,1988-11-21,89610
201178,Kristof,Conta,Staff,1988-11-21,60543
81543,Jianhui,Ishibashi,Staff,1988-11-21,74442
405232,Saniya,Nannarelli,Senior Staff,1988-11-21,49974
285272,Herbert,Aseltine,Staff,1988-11-21,52117
233253,Kyoichi,Merli,Engineer,1988-11-21,45847
204993,Szabolcs,Zucker,Technique Leader,1988-11-21,70974
57912,Mohan,Gilg,Staff,1988-11-20,40000
280177,Youpyo,Keohane,Engineer,1988-11-20,52828
60479,Stein,Byoun,Senior Staff,1988-11-20,44162
69271,Debatosh,Zyda,Engineer,1988-11-20,61650
479866,Heng,Pellegrinelli,Senior Engineer,1988-11-20,40857
275872,Sadun,Thummel,Engineer,1988-11-20,61830
257004,Godehard,Lowrie,Engineer,1988-11-20,40000
406854,Reinhold,Besancenot,Engineer,1988-11-20,57090
210876,Wayne,Yamaashi,Staff,1988-11-20,40000
466556,Xinglin,Karnin,Engineer,1988-11-20,40000
271676,Ottavia,Herath,Staff,1988-11-20,77009
255053,Urs,Bolsens,Engineer,1988-11-20,72928
475890,Manibrata,Picht,Engineer,1988-11-20,40000
297024,Lakshmi,Pews,Staff,1988-11-20,40000
204938,Collette,Verspoor,Technique Leader,1988-11-20,40000
245309,Troy,Albarhamtoshy,Senior Engineer,1988-11-20,50350
70516,Danny,Mamelak,Staff,1988-11-20,47946
497735,Serenella,Percebois,Staff,1988-11-20,72732
250604,Nevin,Feinberg,Engineer,1988-11-20,40000
255610,Abdulah,Paciorek,Engineer,1988-11-20,68475
448810,Tomofumi,Kropp,Senior Staff,1988-11-20,40000
63114,Danny,Cheshire,Staff,1988-11-20,63059
18393,Wuxu,Aseltine,Engineer,1988-11-20,40205
238342,Filipp,Wielonsky,Senior Engineer,1988-11-19,56521
440960,Moty,Zirintsis,Engineer,1988-11-19,63161
461184,Jayson,Openshaw,Engineer,1988-11-19,40000
36870,Jianhao,Luff,Engineer,1988-11-19,40000
255339,Leni,Hitomi,Engineer,1988-11-19,47424
35963,Vincent,Schlenzig,Engineer,1988-11-19,43587
206815,Insup,Frolund,Senior Staff,1988-11-19,76749
44883,Kagan,Cichocki,Engineer,1988-11-19,55765
445251,Ingemar,Terekhov,Technique Leader,1988-11-19,40000
418835,Oguz,Bruckman,Staff,1988-11-19,62386
417923,Jahangir,Negoita,Engineer,1988-11-19,40000
440234,Venkatesan,Morrey,Technique Leader,1988-11-19,42434
417674,Felicidad,Felcyn,Staff,1988-11-19,62473
85278,Kamakshi,Karnin,Senior Engineer,1988-11-19,40000
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,45611
206296,Kwangjo,Landherr,Staff,1988-11-19,43632
463556,Monique,Emmart,Staff,1988-11-19,40000
263248,Jeong,Fiebach,Technique Leader,1988-11-19,70698
437191,Shmuel,Luca,Staff,1988-11-19,40155
71913,Tooru,Feinberg,Technique Leader,1988-11-19,59759
246144,Siddarth,Parfitt,Engineer,1988-11-18,44823
489523,Uriel,Sessa,Assistant Engineer,1988-11-18,40000
213327,Shiv,Alpin,Engineer,1988-11-18,40000
298575,Douadi,Driscoll,Staff,1988-11-18,47388
495053,Yongdong,Hatcliff,Staff,1988-11-18,79727
439877,Wojceich,Emiris,Senior Staff,1988-11-18,40000
222022,Dung,Mayerwieser,Staff,1988-11-18,59367
64268,Masasuke,Qiwen,Staff,1988-11-18,56096
275313,Serge,Keustermans,Staff,1988-11-18,45798
235078,Yoshinari,Ullian,Engineer,1988-11-18,48112
482160,Kamakshi,Kumaresan,Senior Engineer,1988-11-18,56407
416552,Kwok,Nyrup,Staff,1988-11-18,40000
222180,Maia,Feinberg,Staff,1988-11-18,95537
416726,Kousuke,Dichev,Senior Staff,1988-11-18,47782
402879,Kendra,Stiles,Technique Leader,1988-11-18,40000
282063,Hongzhu,Selenyi,Engineer,1988-11-18,47917
39226,Samphel,Parfitt,Engineer,1988-11-17,52379
204524,Mahendra,Schreiter,Senior Engineer,1988-11-17,40000
201190,Zdislav,Melski,Technique Leader,1988-11-17,52202
22593,Danae,Jeansoulin,Staff,1988-11-17,52423
407437,Mabo,Farrag,Senior Staff,1988-11-17,40000
52932,Carrsten,Lorin,Senior Engineer,1988-11-17,62236
63286,Chuanti,Rajcani,Staff,1988-11-17,64091
230047,Yucai,Jullig,Senior Staff,1988-11-17,51291
74811,Khatoun,Pardalos,Engineer,1988-11-17,53056
468950,Jovan,Mundy,Engineer,1988-11-17,60639
225967,Arne,Legleitner,Engineer,1988-11-17,45794
208612,Eckart,McDermid,Staff,1988-11-17,68716
11746,Koichi,Marrakchi,Staff,1988-11-17,55951
64960,Chinho,Gonthier,Technique Leader,1988-11-17,63785
88947,Ronghao,Marletta,Staff,1988-11-17,40000
295906,Feiyu,Denny,Engineer,1988-11-17,50327
208982,Rutger,Sinitsyn,Engineer,1988-11-17,40000
445522,Zhaofang,Picht,Engineer,1988-11-17,40274
22917,Adas,Pfau,Engineer,1988-11-17,47460
252410,Sukumar,Fujisawa,Engineer,1988-11-17,40000
259679,Jiong,Ishibashi,Engineer,1988-11-17,45190
84295,Hercules,Himler,Engineer,1988-11-17,42439
11853,Zeljko,Kusakabe,Staff,1988-11-17,61941
477275,Sachio,Marletta,Staff,1988-11-16,71600
40769,Seongbin,Covnot,Staff,1988-11-16,40000
213958,Bingning,Kossowski,Senior Staff,1988-11-16,40000
87711,Willard,Dulay,Staff,1988-11-16,73147
214144,Duke,Oppitz,Assistant Engineer,1988-11-16,40000
34338,Hairong,Emden,Engineer,1988-11-16,40000
246498,Matt,Herber,Technique Leader,1988-11-16,51937
442709,Akemi,Renear,Staff,1988-11-16,40000
229446,Kazuhiko,Gadepally,Engineer,1988-11-15,49889
466134,Mansur,Kamble,Assistant Engineer,1988-11-15,42182
82401,Fen,Ruemmler,Staff,1988-11-15,40000
487358,Godehard,Katalagarianos,Staff,1988-11-15,77639
250213,Berhard,Murrill,Engineer,1988-11-15,40000
268056,Lucian,Speek,Engineer,1988-11-15,40000
289034,Arra,Cappelletti,Engineer,1988-11-15,40000
248542,Pranay,Hitomi,Engineer,1988-11-15,63887
27910,Gil,Haumacher,Engineer,1988-11-15,45887
92340,Berhard,Nitsch,Engineer,1988-11-15,45547
436501,Demin,Baby,Staff,1988-11-15,82413
81861,Tesuro,Walstra,Engineer,1988-11-15,54826
255524,Munenori,Androutsos,Assistant Engineer,1988-11-15,43715
58637,Mohamadou,Peck,Senior Engineer,1988-11-15,67584
247790,Goo,Apsitis,Engineer,1988-11-15,60397
409633,Jaana,Kroon,Engineer,1988-11-15,40000
41979,Hilary,Bage,Staff,1988-11-15,40000
32244,Mitsuyuki,Mitsuhashi,Engineer,1988-11-15,66180
251669,Subhrajyoti,Daescu,Staff,1988-11-15,55298
299004,Kokou,Monkewich,Senior Engineer,1988-11-14,51449
87504,Fumiya,Takanami,Assistant Engineer,1988-11-14,41444
445391,Tesuro,Hopewell,Staff,1988-11-14,79556
53475,Malu,Selenyi,Staff,1988-11-14,46409
261298,Ottavia,Ventosa,Engineer,1988-11-14,40000
425669,Stabislas,Wrigley,Engineer,1988-11-14,40000
479166,Uno,Anger,Engineer,1988-11-14,83321
261383,Elliott,Manders,Staff,1988-11-14,69142
90821,Jingling,Kadhim,Engineer,1988-11-14,55574
105204,Ennio,Schaad,Senior Staff,1988-11-14,52936
227908,Shih,Denti,Engineer,1988-11-14,49249
108184,Kien,Merks,Engineer,1988-11-14,55766
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,50233
244607,Manton,Fetvedt,Senior Staff,1988-11-14,40000
402163,Alejandro,Sankaranarayanan,Senior Engineer,1988-11-14,76506
231243,Abdelghani,Birta,Senior Staff,1988-11-14,40000
467511,Akemi,Thambidurai,Staff,1988-11-14,71603
30994,Pranay,Alpin,Assistant Engineer,1988-11-13,64380
474519,Paloma,Kawashima,Staff,1988-11-13,53107
462035,Mohammed,Egerstedt,Engineer,1988-11-13,53355
40028,Wuxu,Hofman,Technique Leader,1988-11-13,51480
54914,Gill,Bojadziev,Staff,1988-11-13,57341
274716,Jungsoon,Legleitner,Engineer,1988-11-13,40000
417612,Karsten,Linares,Staff,1988-11-13,40581
492376,Fuqing,Pagter,Senior Engineer,1988-11-13,40000
264190,Limsoon,Schaap,Staff,1988-11-13,60119
236192,Abdelkader,Whitcomb,Engineer,1988-11-13,49430
255373,Sajjad,Hatcliff,Engineer,1988-11-13,68315
206287,Visit,Valette,Staff,1988-11-13,90845
288304,Shan,Majewski,Staff,1988-11-13,88808
61069,Barun,Merey,Engineer,1988-11-13,48327
463850,Candida,Segond,Technique Leader,1988-11-12,40000
457597,Manton,Berstel,Engineer,1988-11-12,40404
488631,Marsha,Noriega,Staff,1988-11-12,56560
408277,Bokyung,Baez,Staff,1988-11-12,84426
59029,Krassimir,Cmelik,Senior Staff,1988-11-12,48042
432920,Samphel,Dechter,Senior Staff,1988-11-12,58213
47021,Mang,Paludetto,Staff,1988-11-12,40000
438330,Dinkar,Naumovich,Senior Engineer,1988-11-12,40000
481775,Gao,Hartvigsen,Engineer,1988-11-12,90519
467065,Jeanne,Ginneken,Engineer,1988-11-12,50579
22730,Premal,Basart,Staff,1988-11-12,51123
488360,Roselyn,Fioravanti,Senior Staff,1988-11-12,80839
79031,Morris,Arlazarov,Senior Engineer,1988-11-12,40000
80955,Marc,Fioravanti,Senior Staff,1988-11-12,40000
63324,Pintsang,Leuchs,Engineer,1988-11-12,40000
39636,Muzhong,Deville,Staff,1988-11-12,70782
87881,Yechezkel,Masaki,Engineer,1988-11-12,42916
38707,Constantine,Hitomi,Staff,1988-11-11,72764
59175,Pradeep,Chinin,Engineer,1988-11-11,40000
461000,Goncalo,Plesums,Engineer,1988-11-11,40000
483472,Gita,Pesch,Staff,1988-11-11,95637
227445,Maris,Reinhard,Technique Leader,1988-11-11,55884
20794,Shaz,Rathonyi,Engineer,1988-11-11,70498
417579,Leandro,Ramamoorthy,Engineer,1988-11-11,60376
413755,Serap,Munke,Engineer,1988-11-11,40000
68780,Berni,Itschner,Technique Leader,1988-11-11,40000
103344,Sanjeeva,Whittlesey,Engineer,1988-11-11,68040
451828,Pintsang,Peng,Engineer,1988-11-11,52252
448074,Goncalo,Matteis,Engineer,1988-11-11,47258
295562,Shih,Heping,Senior Engineer,1988-11-11,60282
292658,Hiroyasu,Massonet,Engineer,1988-11-11,40000
460938,Foong,Koblitz,Assistant Engineer,1988-11-11,47224
50672,Shen,Greenaway,Engineer,1988-11-11,40000
83230,Jaana,Lammel,Engineer,1988-11-11,73171
249387,Geraldo,Bharadwaj,Staff,1988-11-11,70177
95212,Feipei,Kobara,Staff,1988-11-11,40000
475234,Roded,Doering,Staff,1988-11-11,61781
225017,Goh,Bruckman,Staff,1988-11-10,64040
473947,Van,Alencar,Senior Engineer,1988-11-10,48552
92112,Isamu,Felder,Engineer,1988-11-10,40000
410108,Unal,Ratzlaff,Senior Engineer,1988-11-10,40000
454292,Feixiong,Schapiro,Engineer,1988-11-10,44997
81896,Kwan,Bashian,Engineer,1988-11-10,40000
438944,Florian,Anick,Staff,1988-11-10,73694
426243,Randi,Cummings,Engineer,1988-11-10,53515
106588,Edwin,Leaver,Senior Engineer,1988-11-10,41806
99443,Zita,Woycyznski,Staff,1988-11-10,57383
74493,Susanne,Chelton,Assistant Engineer,1988-11-10,54053
480825,Georgy,Rosaz,Staff,1988-11-10,62762
251740,Sanjai,Perez,Staff,1988-11-10,56874
292025,Weidon,Osgood,Engineer,1988-11-10,45184
277660,Mostafa,Ishibashi,Senior Staff,1988-11-10,40000
67362,Ranga,Cardazo,Staff,1988-11-10,40000
246236,Muzhong,Sudkamp,Senior Staff,1988-11-10,71936
264752,Juichirou,Syrotiuk,Engineer,1988-11-10,40000
48970,Kazuhito,Collette,Staff,1988-11-09,83805
486522,Uinam,Rahimi,Senior Engineer,1988-11-09,40000
467760,Taiji,Pocchiola,Staff,1988-11-09,47888
229810,Katsuo,Attimonelli,Engineer,1988-11-09,65624
421723,Ymte,Olano,Senior Staff,1988-11-09,40000
243981,Dipankar,Encarnacion,Engineer,1988-11-09,41386
260981,Reuven,Ermel,Staff,1988-11-09,72561
62215,Adly,Koshino,Engineer,1988-11-09,55138
445509,Hein,Templeman,Staff,1988-11-09,50847
435313,Fun,Vitiello,Senior Staff,1988-11-09,48857
67029,Sorina,Heydon,Senior Staff,1988-11-09,50518
99860,Mitchel,Homond,Technique Leader,1988-11-09,49331
293446,Gad,Leppanen,Engineer,1988-11-09,40000
203013,Eran,Ritcey,Assistant Engineer,1988-11-09,47870
210499,Pintsang,Peron,Staff,1988-11-09,71701
471765,Richara,Murtha,Engineer,1988-11-09,40000
102793,Joydip,Benzaken,Engineer,1988-11-09,40000
82110,Vugranam,Gecsel,Staff,1988-11-09,48328
446607,Urs,Hinsberger,Staff,1988-11-08,60284
463661,Minghong,Janocha,Senior Staff,1988-11-08,71590
52986,Ugo,Beznosov,Staff,1988-11-08,70532
107019,Noritoshi,Majewski,Staff,1988-11-08,81407
104783,Lech,Mullainathan,Senior Staff,1988-11-08,46818
58123,Zhaofang,Isard,Staff,1988-11-08,75236
215693,Hidefumi,Emmart,Technique Leader,1988-11-08,43705
24225,Shugo,Eiter,Staff,1988-11-08,98584
413725,Shigehito,Kaelbling,Engineer,1988-11-08,56428
93976,Demin,Dengi,Staff,1988-11-08,43871
436883,Sergi,Ratnaker,Engineer,1988-11-08,40000
254138,Yechiam,Gammage,Assistant Engineer,1988-11-08,74086
483828,Tommaso,Codenie,Staff,1988-11-08,40000
280356,Moriyoshi,Masada,Engineer,1988-11-08,57042
107325,Demin,Sherertz,Staff,1988-11-08,72170
87974,Shunichi,Peac,Staff,1988-11-07,60286
467748,Prodip,Lowrie,Engineer,1988-11-07,40000
493057,Lijia,Monarch,Engineer,1988-11-07,40000
404469,Bartek,Maginnis,Staff,1988-11-07,40000
258633,Annemarie,Feldhoffer,Engineer,1988-11-07,40000
289872,Tesuya,Luga,Engineer,1988-11-07,46072
479717,Moheb,Tzvieli,Senior Engineer,1988-11-07,62016
202507,Ziva,Marquardt,Assistant Engineer,1988-11-07,40000
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,40000
446931,Lihong,Openshaw,Engineer,1988-11-07,45383
281458,Niranjan,Biron,Senior Staff,1988-11-07,83954
201564,Kazuhide,Angelov,Senior Engineer,1988-11-07,40000
405957,Zhiguo,Cochrane,Engineer,1988-11-07,51741
63021,Kamakshi,Yurov,Engineer,1988-11-07,40858
46824,Almudena,Kropp,Staff,1988-11-07,40000
436848,Nitsan,Naudin,Staff,1988-11-07,46301
233899,Shan,Horswill,Staff,1988-11-06,68832
290886,Haldun,Baaz,Staff,1988-11-06,40264
441582,Munehiko,Schauser,Engineer,1988-11-06,55552
233465,Hongzue,Birke,Engineer,1988-11-06,55007
22923,Kristof,Laventhal,Engineer,1988-11-06,43991
236105,Genevieve,Kleiser,Engineer,1988-11-06,40000
227591,Byong,Genin,Staff,1988-11-06,48531
239153,Sanjoy,Lorcy,Senior Staff,1988-11-06,40000
21566,Angel,Demos,Senior Staff,1988-11-06,61752
463681,Gian,Kalefeld,Engineer,1988-11-06,72716
220632,Arnd,Thebaut,Engineer,1988-11-06,40000
56448,Kayoko,Covnot,Engineer,1988-11-06,46867
74921,Holgard,Rehfuss,Senior Engineer,1988-11-06,67629
93854,Constantine,Rosaz,Engineer,1988-11-06,40000
443591,Haldun,Lamparter,Engineer,1988-11-05,51668
426995,Rasikan,Spelt,Staff,1988-11-05,48872
84188,Serenella,Holburn,Engineer,1988-11-05,68663
210277,Yoshimitsu,Carrere,Engineer,1988-11-05,40000
100698,Gino,Atrawala,Staff,1988-11-05,45457
29729,Alassane,Bernatsky,Staff,1988-11-05,87778
402067,Franziska,Serna,Staff,1988-11-05,40000
444829,Shuji,Redmiles,Staff,1988-11-05,76088
439289,Kazuyasu,Morris,Assistant Engineer,1988-11-05,40000
226979,Paddy,Baezner,Engineer,1988-11-05,67217
459652,Huican,Emiris,Staff,1988-11-05,40000
477964,Richara,Thiran,Engineer,1988-11-05,56004
414588,Mamdouh,Varker,Engineer,1988-11-05,53329
219236,Jinya,Onuegbe,Engineer,1988-11-05,40000
46858,Lubomir,Gente,Staff,1988-11-05,83213
471047,Sadok,Karunanithi,Staff,1988-11-04,52905
24154,Khaled,Hashii,Staff,1988-11-04,79702
279014,Kazuhisa,Shackell,Assistant Engineer,1988-11-04,48758
269877,Mads,Servi,Staff,1988-11-04,74916
203693,Sungwon,Pezzoli,Staff,1988-11-04,40000
56879,Arne,Junet,Staff,1988-11-04,40000
247329,Syozo,Boyle,Senior Engineer,1988-11-04,51021
213145,Hausi,Meriste,Staff,1988-11-04,40000
95071,Toney,Isaak,Staff,1988-11-04,71327
41553,Tokuyasu,Peltason,Senior Engineer,1988-11-04,58051
71864,Martina,Bellone,Engineer,1988-11-04,62512
461703,Toshimi,Raczkowsky,Staff,1988-11-04,98673
431965,Gianluca,Melton,Senior Staff,1988-11-04,88347
448388,Shaleah,Gluchowski,Engineer,1988-11-04,63257
257517,Salvador,Speckmann,Engineer,1988-11-04,40000
51561,Marsha,Docker,Senior Engineer,1988-11-04,40000
83937,Lunjin,Munro,Engineer,1988-11-04,63051
429663,Yefim,Luks,Engineer,1988-11-03,40000
429321,Lihong,Matzel,Technique Leader,1988-11-03,40000
232089,Yoshimitsu,Czaja,Engineer,1988-11-03,40000
487502,Owen,Peris,Senior Engineer,1988-11-03,40000
261172,Katsuyuki,Luit,Staff,1988-11-03,68463
11751,Jiafu,Emiris,Staff,1988-11-03,40000
275828,Yifei,Terlouw,Engineer,1988-11-03,55439
268941,Danny,Edelhoff,Engineer,1988-11-03,40000
294110,Phule,Ebeling,Staff,1988-11-03,40111
23764,Hsiangchu,Cyne,Staff,1988-11-03,47732
258521,Felicidad,Pintelas,Staff,1988-11-03,93070
472250,Roded,Maierhofer,Senior Engineer,1988-11-03,45767
79376,Faiza,Kragelund,Staff,1988-11-03,40000
74323,Katsuo,Yetto,Engineer,1988-11-03,48439
33085,Kristinn,Jullig,Senior Engineer,1988-11-03,53869
271403,Baocai,Kuzuoka,Senior Staff,1988-11-02,94810
270922,Aram,Rouquie,Senior Engineer,1988-11-02,82096
296953,Sibyl,Dahlbom,Engineer,1988-11-02,44304
430101,Dekang,Veeraraghavan,Staff,1988-11-02,46824
223305,Manohar,Deville,Senior Engineer,1988-11-02,40000
258869,Valeska,Billawala,Engineer,1988-11-02,40000
220488,Arvind,Weisert,Staff,1988-11-02,67180
84943,Hugo,Benantar,Engineer,1988-11-02,40000
407198,Juichirou,Speek,Engineer,1988-11-02,40000
84335,Bernice,Dayang,Engineer,1988-11-02,61668
430535,Georg,Fasbender,Staff,1988-11-02,46447
430662,Zita,Vernadat,Engineer,1988-11-02,56065
480376,Akhilish,Kieras,Staff,1988-11-02,80095
236050,Yoshinari,Marchesini,Engineer,1988-11-02,64245
15019,Qingxiang,Shokrollahi,Engineer,1988-11-02,41721
63743,Shugo,Muntz,Senior Staff,1988-11-02,55294
44515,LiMin,Demke,Engineer,1988-11-01,61642
438144,Martial,Suri,Senior Staff,1988-11-01,56806
480883,Hitofumi,Rouquie,Staff,1988-11-01,40000
82626,Adit,Reeken,Engineer,1988-11-01,47175
492638,Shaowen,Chinin,Technique Leader,1988-11-01,51867
402920,Peternela,Bernardinello,Staff,1988-11-01,46700
438207,Elvis,Adachi,Staff,1988-11-01,42133
249646,Alper,Boudaillier,Senior Engineer,1988-11-01,49232
41519,Domenick,Garigliano,Senior Engineer,1988-11-01,50101
39658,Cullen,Flexer,Assistant Engineer,1988-11-01,40000
462530,Moto,Siepmann,Staff,1988-11-01,52467
494927,Wojceich,Rosay,Senior Engineer,1988-11-01,40000
452409,Jaihie,Szmurlo,Staff,1988-11-01,52924
452642,Takahiro,Schiettecatte,Engineer,1988-11-01,52507
466101,Manibrata,Kropp,Staff,1988-11-01,60639
417663,Muzhong,Stassinopoulos,Staff,1988-11-01,53334
276720,Guadalupe,Solovay,Assistant Engineer,1988-11-01,40000
436510,Munehiko,Poulakidas,Engineer,1988-11-01,40000
259096,Yonghoan,Pavlopoulou,Engineer,1988-11-01,40000
431798,Masanao,Middleton,Technique Leader,1988-11-01,42011
225492,Guangming,Deville,Staff,1988-11-01,40000
10305,Hirochika,Piancastelli,Engineer,1988-10-31,52550
475654,Fumiyo,Tibblin,Senior Engineer,1988-10-31,40000
482207,Satyanarayana,Perl,Engineer,1988-10-31,40000
36425,Yishay,Zedlitz,Assistant Engineer,1988-10-31,61969
93903,Filipe,Capobianchi,Staff,1988-10-31,57173
202163,Fayez,Dayana,Staff,1988-10-31,42545
108223,Henk,Cangellaris,Technique Leader,1988-10-31,55782
422033,Basim,Butterworth,Senior Staff,1988-10-31,40000
93813,Giordano,Janetzko,Staff,1988-10-31,66154
224037,Sham,Sidhu,Staff,1988-10-31,58059
63675,Kazuhira,Heijenga,Senior Engineer,1988-10-31,40000
46339,Stepehn,Linares,Staff,1988-10-31,56890
285766,Hsiangchu,Auyong,Engineer,1988-10-31,60818
76144,Khue,Clemencon,Technique Leader,1988-10-31,40000
266936,Vidya,Rusterholz,Engineer,1988-10-31,52685
86284,Fabrizio,Wrigley,Assistant Engineer,1988-10-30,54840
201426,Garnet,Sudkamp,Staff,1988-10-30,40000
39100,Mokhtar,Riefers,Staff,1988-10-30,70969
249642,Yonghong,dAstous,Senior Engineer,1988-10-30,59298
215586,Honesty,Tibblin,Staff,1988-10-30,57081
80852,Yannis,Randt,Technique Leader,1988-10-30,66650
42590,Basim,Billawala,Engineer,1988-10-30,46900
267320,Haldun,Genther,Technique Leader,1988-10-30,40000
288801,Otmar,Birge,Staff,1988-10-30,91680
422995,Gro,Pezzoli,Staff,1988-10-30,43407
243084,Lech,Pavlopoulou,Senior Staff,1988-10-30,45238
21677,Zhensheng,Kavvadias,Staff,1988-10-30,40000
413288,Kenton,Ramras,Senior Staff,1988-10-30,59684
48028,Steve,Bach,Assistant Engineer,1988-10-30,44406
450670,Udo,Haumacher,Assistant Engineer,1988-10-30,43280
242903,Dung,Genther,Staff,1988-10-30,48888
201238,Karlis,Makrucki,Staff,1988-10-30,40000
39712,Chirstian,Muchinsky,Staff,1988-10-30,75967
439687,Alejandra,Schlumberger,Technique Leader,1988-10-30,40000
449485,Along,Murtafg,Engineer,1988-10-30,49000
268861,Duke,Ecklund,Engineer,1988-10-30,58177
427152,Arunachalam,Lung,Staff,1988-10-30,57841
53747,Yechezkel,Shimshoni,Engineer,1988-10-29,43831
38951,Terresa,Rijckaert,Senior Staff,1988-10-29,71348
225871,Ronghao,Kavraki,Staff,1988-10-29,59319
256728,Sajjan,Huxford,Senior Staff,1988-10-29,64478
497184,Masali,Salverda,Engineer,1988-10-29,40000
60767,Gianluca,Munos,Staff,1988-10-29,74395
222079,Bojan,Streng,Engineer,1988-10-29,40000
68909,Jayson,Rajcani,Engineer,1988-10-29,40000
240950,Demos,Kleiser,Senior Engineer,1988-10-29,40000
